Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December,January_Suppressed,February_Suppressed,March_Suppressed,April_Suppressed,May_Suppressed,June_Suppressed,July_Suppressed,August_Suppressed,September_Suppressed,October_Suppressed,November_Suppressed,December_Suppressed
General First Unit of Quantity,01051400,"Live geese, weighing not more than 185 g each",2025,number,510.00,460.00,225.00,0.00,0.00,1200.00,20124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01059400,Live Poultry;Chickens,2025,number,0.00,152.00,120.00,33088.00,90.00,500.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01059900,"Live ducks, geese, turkeys and guineas, weighing over 185 g each",2025,number,55078.00,35088.00,34070.00,136550.00,74676.00,153462.00,133763.00,134491.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01061100,Live primates,2025,number,1606.00,0.00,3155.00,510.00,2009.00,1939.00,3007.00,720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01061201,"Live whales, dolphins and porpoises; manatees and dugongs, seals, sea lions, and walruses",2025,number,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01061300,Live camels and other camelids (Camelidae),2025,number,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01061400,Live rabbits and hares,2025,number,17397.00,10235.00,17593.00,6369.00,12504.00,8681.00,11188.00,11891.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01061930,Live foxes,2025,number,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01061991,"Live mammals, not elsewhere specified or included",2025,number,37868.00,26774.00,33214.00,29029.00,29548.00,21607.00,23596.00,30159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01062000,Live reptiles (including snakes and turtles),2025,number,48706.00,48167.00,89042.00,80261.00,110894.00,64091.00,49490.00,44728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01063901,"Live birds, other than poultry, birds of prey or psittaciforme birds",2025,number,4790.00,3812.00,85.00,2983.00,2751.00,5972.00,10537.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01064100,Bees,2025,kilograms,6451.00,8193.00,11497.00,3596.00,6153.00,3640.00,3202.00,5459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01064900,Live insects other than bees,2025,kilograms,56078.00,92859.00,64101.00,30148.00,19184.00,13804.00,13537.00,17353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,01069001,"Live animals other than mammals, reptiles, insects, and birds",2025,kilograms,211262.00,344339.00,611625.00,665639.00,1073364.00,1111624.00,819893.00,617858.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02011010,"Bovine carcasses and halves, fresh or chld., descr. in add. US note 3 to Ch. 2",2025,kilograms,32265.00,3886.00,10461.00,3008.00,0.00,1496.00,26407.00,62251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02011050,"Bovine carcasses and halves, fresh or chld., other than descr. in gen. note 15 or add. US note 3 to Ch. 2",2025,kilograms,447381.00,548936.00,624899.00,478938.00,534772.00,671150.00,413685.00,517313.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02012002,"High-qual. beef cuts w/bone in, processed, fresh or chld., descr in gen. note 15 of the HTS",2025,kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02012010,"High-qual. beef cuts, w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2025,kilograms,103051.00,82075.00,128156.00,95491.00,86328.00,97282.00,135376.00,101246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02012030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2025,kilograms,459288.00,447099.00,713737.00,562443.00,577802.00,644301.00,617800.00,621701.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02012050,"Bovine meat cuts, w/bone in, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",2025,kilograms,9611522.00,8441667.00,9793862.00,7982343.00,8404549.00,8607874.00,9178127.00,8720277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02012080,"Bovine meat cuts, w/bone in, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",2025,kilograms,343382.00,489641.00,401953.00,401182.00,496932.00,602323.00,584837.00,358348.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02013010,"High-qual. beef cuts, boneless, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2025,kilograms,449679.00,428621.00,479049.00,423336.00,444367.00,466913.00,514984.00,426491.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02013030,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2025,kilograms,1630512.00,1314432.00,1723540.00,1453803.00,1420190.00,1886577.00,2138760.00,2073425.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02013050,"Bovine meat cuts, boneless, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",2025,kilograms,42756998.00,35774715.00,44882541.00,38739395.00,39064678.00,38849999.00,43816262.00,48860838.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02013080,"Bovine meat cuts, boneless, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",2025,kilograms,2349869.00,2913038.00,4494096.00,5490674.00,6106219.00,5057653.00,6185674.00,4931773.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02021050,"Bovine carcasses and halves, frozen, other than descr. in gen. note 15 or add. US note 3 to Ch. 2",2025,kilograms,0.00,21555.00,0.00,0.00,0.00,43655.00,21776.00,35677.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02022002,"High-qual. beef cuts w/bone in, processed, frozen, descr in gen. note 15 of the HTS",2025,kilograms,76466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02022010,"High-qual. beef cuts, w/bone in, processed, frozen, descr in add. US note 3 to Ch. 2",2025,kilograms,4159.00,8959.00,2911.00,8015.00,20854.00,1394.00,13015.00,23975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02022050,"Bovine meat cuts, w/bone in, not processed, frozen, descr in add. US note 3 to Ch. 2",2025,kilograms,464770.00,376397.00,574437.00,386596.00,219327.00,622701.00,601535.00,1167196.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02022080,"Bovine meat cuts, w/bone in, frozen, not descr in gen. note 15 or add. US note 3 to Ch. 2",2025,kilograms,664629.00,966015.00,1809132.00,2043183.00,1429126.00,2484234.00,1928661.00,1924039.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02023004,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, frozen, descr in gen. note 15 of the HTS",2025,kilograms,0.00,0.00,0.00,0.00,0.00,0.00,406.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02023006,"Bovine meat cuts, boneless, not processed, frozen, descr in gen. note 15 of the HTS",2025,kilograms,0.00,17149.00,51447.00,17149.00,34284.00,85731.00,0.00,51447.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02023010,"High-qual. beef cuts, boneless, processed, frozen, descr in add. US note 3 to Ch. 2",2025,kilograms,144722.00,249620.00,182802.00,182739.00,327069.00,221547.00,207419.00,179908.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02023030,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, frozen, descr in add. US note 3 to Ch. 2",2025,kilograms,2021571.00,1388034.00,1535565.00,532401.00,948434.00,993460.00,800121.00,922807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02023050,"Bovine meat cuts, boneless, not processed, frozen, descr in add. US note 3 to Ch. 2",2025,kilograms,75435112.00,37421174.00,49568247.00,46404168.00,45216144.00,43846247.00,49544225.00,44315932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02023080,"Bovine meat cuts, boneless, frozen, not descr in gen. note 15 or add. US note 3 to Ch. 2",2025,kilograms,18721476.00,31107513.00,44313679.00,48759634.00,73304708.00,36836273.00,29900204.00,18615574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02031100,"Carcasses and half-carcasses of swine, fresh or chilled",2025,kilograms,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02031210,"Fresh or chilled retail cuts of ham, shoulders and cuts thereof, with bone in",2025,kilograms,694246.00,630022.00,789119.00,744888.00,731334.00,752907.00,631625.00,473178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02031290,"Fresh or chilled hams, shoulders and cuts thereof, with bone in, other than processed",2025,kilograms,4167665.00,3202071.00,2701584.00,2348265.00,3114420.00,3352725.00,3599332.00,3106092.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02031920,"Meat of swine nesoi, retail cuts, fresh or chilled",2025,kilograms,881174.00,1066548.00,1138409.00,1063485.00,958594.00,575591.00,792660.00,833274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02031940,"Meat of swine, nesoi, non retail cuts, fresh or chilled",2025,kilograms,14628553.00,14445377.00,14405371.00,13542203.00,14450715.00,14076999.00,14537309.00,13384999.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02032100,"Carcasses and half-carcasses of swine, frozen",2025,kilograms,0.00,51344.00,119.00,0.00,4730.00,0.00,0.00,27824.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02032210,"Frozen retail cuts of hams, shoulders and cuts thereof, with bone in",2025,kilograms,10789.00,73368.00,36671.00,0.00,22563.00,36354.00,74103.00,27130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02032290,"Frozen hams, shoulders and cuts thereof, with bone in, other than retail cuts",2025,kilograms,772265.00,754537.00,656682.00,1112923.00,793203.00,1305832.00,1593112.00,488148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02032920,"Frozen retail cuts of meat of swine, nesoi",2025,kilograms,846783.00,340205.00,626233.00,743830.00,703679.00,894131.00,486098.00,785480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02032940,"Frozen meat of swine, other than retail cuts, nesoi",2025,kilograms,12426765.00,11324171.00,13646170.00,13367388.00,11676627.00,11746200.00,12677638.00,8891540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02041000,"Carcasses and half-carcasses of lamb, fresh or chilled",2025,kilograms,15192.00,0.00,0.00,32804.00,18014.00,16060.00,12842.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02042100,"Carcasses and half-carcasses of sheep, other than lamb, fresh or chilled",2025,kilograms,0.00,0.00,0.00,0.00,0.00,9987.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02042220,"Cuts of lamb meat with bone in, fresh or chilled",2025,kilograms,3011588.00,2424470.00,4380231.00,3724195.00,3199170.00,2919166.00,3416436.00,2700047.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02042320,"Boneless meat of lamb, fresh or chilled",2025,kilograms,1511428.00,1247540.00,2088874.00,2157121.00,1470995.00,1241855.00,1641249.00,1114309.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02043000,"Carcasses and half-carcasses of lamb, frozen",2025,kilograms,348227.00,240347.00,247530.00,456763.00,356518.00,413407.00,361215.00,355398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02044100,"Carcasses and half-carcasses of sheep, other than lamb, frozen",2025,kilograms,657882.00,605478.00,625528.00,208068.00,94351.00,158842.00,674099.00,1740788.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02044220,"Cuts of lamb meat with bone in, frozen",2025,kilograms,3401209.00,1894407.00,3012710.00,3354392.00,2907403.00,3285946.00,3518004.00,3121964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02044240,"Cuts of sheep meat with bone in, nesoi, frozen",2025,kilograms,1358552.00,429202.00,765017.00,652686.00,256142.00,252511.00,429845.00,1350604.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02044320,"Boneless meat of lamb, frozen",2025,kilograms,2196467.00,1107066.00,1025678.00,1405824.00,962173.00,1482597.00,1763828.00,2144001.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02044340,"Boneless meat of sheep, nesoi, frozen",2025,kilograms,11121.00,23010.00,24998.00,16777.00,13043.00,29770.00,59949.00,114647.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02045000,"Meat of goats, fresh, chilled or frozen",2025,kilograms,2168228.00,887310.00,1708241.00,1560522.00,1198008.00,1126820.00,1388099.00,1956945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",2025,kilograms,36090.00,70100.00,18023.00,73629.00,29146.00,53880.00,42318.00,25275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02061000,"Edible offal of bovine animals, fresh or chilled",2025,kilograms,1352155.00,1078976.00,1782081.00,1251916.00,1472528.00,1382408.00,1440670.00,1589780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02062100,"Tongues of bovine animals, frozen",2025,kilograms,172625.00,81852.00,121243.00,86407.00,87598.00,98958.00,71570.00,100150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02062200,"Livers of bovine animals, frozen",2025,kilograms,99605.00,18996.00,20624.00,24203.00,47890.00,63690.00,123373.00,155356.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02062900,"Edible offal of bovine animals, except tongues or livers, frozen",2025,kilograms,5817203.00,4466695.00,4963816.00,4533387.00,4537793.00,5599120.00,6083394.00,4685645.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02063000,"Edible offal of swine, fresh or chilled",2025,kilograms,989127.00,916150.00,865596.00,832299.00,802974.00,757584.00,906902.00,762418.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02064100,"Livers of swine, frozen",2025,kilograms,79412.00,49461.00,98256.00,27972.00,27490.00,56989.00,50007.00,69700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02064900,"Edible offal of swine, except liver, frozen",2025,kilograms,1587703.00,1648605.00,1653349.00,971701.00,1109953.00,1191599.00,1853467.00,1412416.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02068000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",2025,kilograms,0.00,0.00,0.00,0.00,0.00,17188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02069000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",2025,kilograms,778703.00,565844.00,646510.00,827949.00,654817.00,554109.00,516214.00,632991.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02071100,"Chickens, not cut in pieces, fresh or chilled",2025,kilograms,253009.00,205662.00,229037.00,191202.00,215397.00,236300.00,172860.00,193264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02071200,"Chickens, not cut in pieces, frozen",2025,kilograms,5805.00,3339.00,1224.00,55740.00,84331.00,196959.00,153914.00,188956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02071300,"Cuts and offal of chickens, fresh or chilled",2025,kilograms,661947.00,592870.00,689535.00,556845.00,733068.00,627435.00,863700.00,634846.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02071400,"Cuts and offal of chickens, frozen",2025,kilograms,5451573.00,4655300.00,4829790.00,5205664.00,6030685.00,4895626.00,5421166.00,4958914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02072400,"Turkeys, not cut in pieces, fresh or chilled",2025,kilograms,4077.00,3966.00,21095.00,173093.00,211202.00,236445.00,312422.00,184996.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General First Unit of Quantity,02072520,"Turkeys, not cut in pieces, valued less than 88 cents/kg, frozen",2025,kilograms,0.00,597452.00,238704.00,0.00,95133.00,0.00,110392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
